Date,YYYYMMDD,YYYYMM,YYYY.W,YYYY,Location,Card,Delta,Balance,Category,Tags
07/19/2021,20210719,202107,2021.29,2021,Delta Air Lines,Debit-Card,-552,4330,travel,"None,"
07/19/2021,20210719,202107,2021.29,2021,Omnicom Group,Debit-Card,-948,4882,health,"None,"
07/19/2021,20210719,202107,2021.29,2021,Voya Financial,Debit-Card,324,5830,invest,"None,"
07/19/2021,20210719,202107,2021.29,2021,Omnicom Group,Debit-Card,-329,5506,health,"None,"
07/19/2021,20210719,202107,2021.29,2021,Entergy,Debit-Card,235,5835,utility,"None,"
07/19/2021,20210719,202107,2021.29,2021,PPL,Debit-Card,533,5600,paypal,"None,"
07/19/2021,20210719,202107,2021.29,2021,TIAA,Debit-Card,734,5067,unk,"None,"
07/16/2021,20210716,202107,2021.28,2021,Walmart,Debit-Card,369,4333,grocery,"None,"
07/15/2021,20210715,202107,2021.28,2021,Quest Diagnostics,Debit-Card,-992,3964,health,"None,"
07/15/2021,20210715,202107,2021.28,2021,TIAA,Debit-Card,402,4956,unk,"None,"
07/15/2021,20210715,202107,2021.28,2021,Voya Financial,Debit-Card,-324,4554,invest,"None,"
07/13/2021,20210713,202107,2021.28,2021,Hershey,Debit-Card,321,4878,grocery,"None,"
07/13/2021,20210713,202107,2021.28,2021,Hewlett Packard Enterprise,Debit-Card,-915,4557,tech,"None,"
07/12/2021,20210712,202107,2021.28,2021,Cognizant Technology Solutions,Debit-Card,155,5472,tech,"None,"
07/12/2021,20210712,202107,2021.28,2021,Quest Diagnostics,Debit-Card,197,5317,health,"None,"
07/12/2021,20210712,202107,2021.28,2021,Omnicom Group,Debit-Card,529,5120,health,"None,"
07/12/2021,20210712,202107,2021.28,2021,Voya Financial,Debit-Card,204,4591,invest,"None,"
07/12/2021,20210712,202107,2021.28,2021,CBRE Group,Debit-Card,-602,4387,invest,"None,"
07/12/2021,20210712,202107,2021.28,2021,Visa,Debit-Card,-343,4989,debt,"None,"
07/12/2021,20210712,202107,2021.28,2021,PPL,Debit-Card,-870,5332,paypal,"None,"
07/09/2021,20210709,202107,2021.27,2021,Hanesbrands,Debit-Card,155,6202,unk,"None,"
07/08/2021,20210708,202107,2021.27,2021,Visa,Debit-Card,-433,6047,debt,"None,"
07/08/2021,20210708,202107,2021.27,2021,Cognizant Technology Solutions,Debit-Card,-596,6480,tech,"None,"
07/08/2021,20210708,202107,2021.27,2021,Walmart,Debit-Card,-46,7076,grocery,"None,"
07/07/2021,20210707,202107,2021.27,2021,Hershey,Debit-Card,-811,7122,grocery,"None,"
07/07/2021,20210707,202107,2021.27,2021,United Continental Holdings,Debit-Card,572,7933,invest,"None,"
07/06/2021,20210706,202107,2021.27,2021,Travelers,Debit-Card,-83,7361,travel,"None,"
07/06/2021,20210706,202107,2021.27,2021,CBRE Group,Debit-Card,-245,7444,invest,"None,"
07/06/2021,20210706,202107,2021.27,2021,Delta Air Lines,Debit-Card,-439,7689,travel,"None,"
07/06/2021,20210706,202107,2021.27,2021,United Continental Holdings,Debit-Card,-504,8128,invest,"None,"
07/06/2021,20210706,202107,2021.27,2021,Amazon.com,Debit-Card,23,8632,misc,"None,"
07/06/2021,20210706,202107,2021.27,2021,Visa,Debit-Card,-108,8609,debt,"None,"
07/06/2021,20210706,202107,2021.27,2021,Hewlett Packard Enterprise,Debit-Card,-929,8717,tech,"None,"
07/02/2021,20210702,202107,2021.26,2021,Travelers,Debit-Card,258,9646,travel,"None,"
07/02/2021,20210702,202107,2021.26,2021,Hanesbrands,Debit-Card,-211,9388,unk,"None,"
07/02/2021,20210702,202107,2021.26,2021,Visa,Debit-Card,964,9599,debt,"None,"
07/01/2021,20210701,202107,2021.26,2021,Ulta Beauty,Debit-Card,701,8635,health,"None,"
07/01/2021,20210701,202107,2021.26,2021,Travelers,Debit-Card,-351,7934,travel,"None,"
06/30/2021,20210630,202106,2021.26,2021,TIAA,Debit-Card,-694,8285,unk,"None,"
06/28/2021,20210628,202106,2021.26,2021,United Continental Holdings,Debit-Card,-613,8979,invest,"None,"
06/28/2021,20210628,202106,2021.26,2021,Voya Financial,Debit-Card,-560,9592,invest,"None,"
06/28/2021,20210628,202106,2021.26,2021,Visa,Debit-Card,-832,10152,debt,"None,"
06/28/2021,20210628,202106,2021.26,2021,CBRE Group,Debit-Card,-68,10984,invest,"None,"
06/28/2021,20210628,202106,2021.26,2021,Hewlett Packard Enterprise,Debit-Card,-463,11052,tech,"None,"
06/28/2021,20210628,202106,2021.26,2021,Hanesbrands,Debit-Card,820,11515,unk,"None,"
06/25/2021,20210625,202106,2021.25,2021,Cognizant Technology Solutions,Debit-Card,-388,10695,tech,"None,"
06/25/2021,20210625,202106,2021.25,2021,Hewlett Packard Enterprise,Debit-Card,-226,11083,tech,"None,"
06/25/2021,20210625,202106,2021.25,2021,TIAA,Debit-Card,688,11309,unk,"None,"
06/25/2021,20210625,202106,2021.25,2021,Hershey,Debit-Card,-572,10621,grocery,"None,"
06/24/2021,20210624,202106,2021.25,2021,Amazon.com,Debit-Card,746,11193,misc,"None,"
06/24/2021,20210624,202106,2021.25,2021,Entergy,Debit-Card,-101,10447,utility,"None,"
06/24/2021,20210624,202106,2021.25,2021,TIAA,Debit-Card,484,10548,unk,"None,"
06/23/2021,20210623,202106,2021.25,2021,Sysco,Debit-Card,697,10064,misc,"None,"
06/22/2021,20210622,202106,2021.25,2021,Visa,Debit-Card,699,9367,debt,"None,"
06/21/2021,20210621,202106,2021.25,2021,TIAA,Debit-Card,-216,8668,unk,"None,"
06/21/2021,20210621,202106,2021.25,2021,Travelers,Debit-Card,155,8884,travel,"None,"
06/21/2021,20210621,202106,2021.25,2021,Sysco,Debit-Card,874,8729,misc,"None,"
06/21/2021,20210621,202106,2021.25,2021,Amazon.com,Debit-Card,740,7855,misc,"None,"
06/21/2021,20210621,202106,2021.25,2021,Cognizant Technology Solutions,Debit-Card,-488,7115,tech,"None,"
06/21/2021,20210621,202106,2021.25,2021,Delta Air Lines,Debit-Card,682,7603,travel,"None,"
06/21/2021,20210621,202106,2021.25,2021,CBRE Group,Debit-Card,801,6921,invest,"None,"
06/21/2021,20210621,202106,2021.25,2021,Quest Diagnostics,Debit-Card,5,6120,health,"None,"
06/21/2021,20210621,202106,2021.25,2021,Voya Financial,Debit-Card,992,6115,invest,"None,"
06/18/2021,20210618,202106,2021.24,2021,Amazon.com,Debit-Card,-787,5123,misc,"None,"
06/18/2021,20210618,202106,2021.24,2021,Amazon.com,Debit-Card,-717,5910,misc,"None,"
06/18/2021,20210618,202106,2021.24,2021,CBRE Group,Debit-Card,28,6627,invest,"None,"
06/18/2021,20210618,202106,2021.24,2021,Ulta Beauty,Debit-Card,831,6599,health,"None,"
06/18/2021,20210618,202106,2021.24,2021,Walmart,Debit-Card,652,5768,grocery,"None,"
06/18/2021,20210618,202106,2021.24,2021,Omnicom Group,Debit-Card,-519,5116,health,"None,"
06/17/2021,20210617,202106,2021.24,2021,Visa,Debit-Card,-673,5635,debt,"None,"
06/17/2021,20210617,202106,2021.24,2021,Visa,Debit-Card,816,6308,debt,"None,"
06/17/2021,20210617,202106,2021.24,2021,Tapestry,Debit-Card,-322,5492,clothing,"None,"
06/17/2021,20210617,202106,2021.24,2021,Tapestry,Debit-Card,-72,5814,clothing,"None,"
06/17/2021,20210617,202106,2021.24,2021,Walmart,Debit-Card,890,5886,grocery,"None,"
06/15/2021,20210615,202106,2021.24,2021,Tapestry,Debit-Card,-453,4996,clothing,"None,"
06/15/2021,20210615,202106,2021.24,2021,Amazon.com,Debit-Card,-922,5449,misc,"None,"
06/15/2021,20210615,202106,2021.24,2021,Amazon.com,Debit-Card,-885,6371,misc,"None,"
06/14/2021,20210614,202106,2021.24,2021,Tapestry,Debit-Card,920,7256,clothing,"None,"
06/14/2021,20210614,202106,2021.24,2021,Hershey,Debit-Card,-266,6336,grocery,"None,"
06/11/2021,20210611,202106,2021.23,2021,PPL,Debit-Card,-786,6602,paypal,"None,"
06/11/2021,20210611,202106,2021.23,2021,PPL,Debit-Card,-272,7388,paypal,"None,"
06/11/2021,20210611,202106,2021.23,2021,TIAA,Debit-Card,-249,7660,unk,"None,"
06/11/2021,20210611,202106,2021.23,2021,Hewlett Packard Enterprise,Debit-Card,475,7909,tech,"None,"
06/10/2021,20210610,202106,2021.23,2021,Hewlett Packard Enterprise,Debit-Card,-50,7434,tech,"None,"
06/10/2021,20210610,202106,2021.23,2021,Voya Financial,Debit-Card,206,7484,invest,"None,"
06/10/2021,20210610,202106,2021.23,2021,Visa,Debit-Card,276,7278,debt,"None,"
06/10/2021,20210610,202106,2021.23,2021,Cognizant Technology Solutions,Debit-Card,579,7002,tech,"None,"
06/10/2021,20210610,202106,2021.23,2021,Travelers,Debit-Card,563,6423,travel,"None,"
06/08/2021,20210608,202106,2021.23,2021,United Continental Holdings,Debit-Card,387,5860,invest,"None,"
06/07/2021,20210607,202106,2021.23,2021,Ulta Beauty,Debit-Card,35,5473,health,"None,"
06/07/2021,20210607,202106,2021.23,2021,PPL,Debit-Card,218,5438,paypal,"None,"
06/07/2021,20210607,202106,2021.23,2021,PPL,Debit-Card,539,5220,paypal,"None,"
06/04/2021,20210604,202106,2021.22,2021,Hanesbrands,Debit-Card,29,4681,unk,"None,"
06/04/2021,20210604,202106,2021.22,2021,Hershey,Debit-Card,268,4652,grocery,"None,"
06/03/2021,20210603,202106,2021.22,2021,Cognizant Technology Solutions,Debit-Card,790,4384,tech,"None,"
06/03/2021,20210603,202106,2021.22,2021,Voya Financial,Debit-Card,-842,3594,invest,"None,"
06/02/2021,20210602,202106,2021.22,2021,Ulta Beauty,Debit-Card,-253,4436,health,"None,"
06/01/2021,20210601,202106,2021.22,2021,Walmart,Debit-Card,-640,4689,grocery,"None,"
06/01/2021,20210601,202106,2021.22,2021,Hershey,Debit-Card,-510,5329,grocery,"None,"
06/01/2021,20210601,202106,2021.22,2021,Hanesbrands,Debit-Card,-75,5839,unk,"None,"
06/01/2021,20210601,202106,2021.22,2021,Hanesbrands,Debit-Card,936,5914,unk,"None,"
05/28/2021,20210528,202105,2021.21,2021,Hewlett Packard Enterprise,Debit-Card,-409,4978,tech,"None,"
05/28/2021,20210528,202105,2021.21,2021,Ulta Beauty,Debit-Card,951,5387,health,"None,"
05/28/2021,20210528,202105,2021.21,2021,Delta Air Lines,Debit-Card,536,4436,travel,"None,"
05/28/2021,20210528,202105,2021.21,2021,Travelers,Debit-Card,715,3900,travel,"None,"
05/27/2021,20210527,202105,2021.21,2021,TIAA,Debit-Card,574,3185,unk,"None,"
05/27/2021,20210527,202105,2021.21,2021,Visa,Debit-Card,-825,2611,debt,"None,"
05/26/2021,20210526,202105,2021.21,2021,TIAA,Debit-Card,-677,3436,unk,"None,"
05/26/2021,20210526,202105,2021.21,2021,Hewlett Packard Enterprise,Debit-Card,-983,4113,tech,"None,"
05/25/2021,20210525,202105,2021.21,2021,Cognizant Technology Solutions,Debit-Card,570,5096,tech,"None,"
05/24/2021,20210524,202105,2021.21,2021,Voya Financial,Debit-Card,423,4526,invest,"None,"
05/24/2021,20210524,202105,2021.21,2021,Entergy,Debit-Card,640,4103,utility,"None,"
05/24/2021,20210524,202105,2021.21,2021,Hanesbrands,Debit-Card,-14,3463,unk,"None,"
05/24/2021,20210524,202105,2021.21,2021,CBRE Group,Debit-Card,-432,3477,invest,"None,"
05/24/2021,20210524,202105,2021.21,2021,Visa,Debit-Card,-752,3909,debt,"None,"
05/21/2021,20210521,202105,2021.2,2021,Hanesbrands,Debit-Card,972,4661,unk,"None,"
05/21/2021,20210521,202105,2021.2,2021,Visa,Debit-Card,857,3689,debt,"None,"
05/21/2021,20210521,202105,2021.2,2021,Omnicom Group,Debit-Card,-988,2832,health,"None,"
05/21/2021,20210521,202105,2021.2,2021,Delta Air Lines,Debit-Card,382,3820,travel,"None,"
05/21/2021,20210521,202105,2021.2,2021,Hanesbrands,Debit-Card,-168,3438,unk,"None,"
05/21/2021,20210521,202105,2021.2,2021,Hershey,Debit-Card,487,3606,grocery,"None,"
05/20/2021,20210520,202105,2021.2,2021,Tapestry,Debit-Card,226,3119,clothing,"None,"
05/20/2021,20210520,202105,2021.2,2021,Entergy,Debit-Card,638,2893,utility,"None,"
05/19/2021,20210519,202105,2021.2,2021,Omnicom Group,Debit-Card,133,2255,health,"None,"
05/18/2021,20210518,202105,2021.2,2021,TIAA,Debit-Card,354,2122,unk,"None,"
05/18/2021,20210518,202105,2021.2,2021,Entergy,Debit-Card,281,1768,utility,"None,"
05/17/2021,20210517,202105,2021.2,2021,Omnicom Group,Debit-Card,846,1487,health,"None,"
05/17/2021,20210517,202105,2021.2,2021,PPL,Debit-Card,-271,641,paypal,"None,"
05/17/2021,20210517,202105,2021.2,2021,Travelers,Debit-Card,-708,912,travel,"None,"
05/17/2021,20210517,202105,2021.2,2021,Hanesbrands,Debit-Card,-242,1620,unk,"None,"
05/14/2021,20210514,202105,2021.19,2021,Sysco,Debit-Card,536,1862,misc,"None,"
05/14/2021,20210514,202105,2021.19,2021,Delta Air Lines,Debit-Card,-503,1326,travel,"None,"
05/12/2021,20210512,202105,2021.19,2021,Amazon.com,Debit-Card,-802,1829,misc,"None,"
05/11/2021,20210511,202105,2021.19,2021,Walmart,Debit-Card,502,2631,grocery,"None,"
05/10/2021,20210510,202105,2021.19,2021,PPL,Debit-Card,-642,2129,paypal,"None,"
05/10/2021,20210510,202105,2021.19,2021,TIAA,Debit-Card,-219,2771,unk,"None,"
05/10/2021,20210510,202105,2021.19,2021,Sysco,Debit-Card,174,2990,misc,"None,"
05/10/2021,20210510,202105,2021.19,2021,Entergy,Debit-Card,791,2816,utility,"None,"
05/10/2021,20210510,202105,2021.19,2021,Quest Diagnostics,Debit-Card,564,2025,health,"None,"
05/10/2021,20210510,202105,2021.19,2021,Entergy,Debit-Card,-835,1461,utility,"None,"
05/10/2021,20210510,202105,2021.19,2021,Tapestry,Debit-Card,947,2296,clothing,"None,"
05/07/2021,20210507,202105,2021.18,2021,Quest Diagnostics,Debit-Card,-545,1349,health,"None,"
05/06/2021,20210506,202105,2021.18,2021,Hewlett Packard Enterprise,Debit-Card,141,1894,tech,"None,"
05/06/2021,20210506,202105,2021.18,2021,Tapestry,Debit-Card,233,1753,clothing,"None,"
05/05/2021,20210505,202105,2021.18,2021,United Continental Holdings,Debit-Card,-441,1520,invest,"None,"
05/05/2021,20210505,202105,2021.18,2021,Hershey,Debit-Card,514,1961,grocery,"None,"
05/04/2021,20210504,202105,2021.18,2021,Entergy,Debit-Card,17,1447,utility,"None,"
05/04/2021,20210504,202105,2021.18,2021,PPL,Debit-Card,-468,1430,paypal,"None,"
05/03/2021,20210503,202105,2021.18,2021,Visa,Debit-Card,-658,1898,debt,"None,"
05/03/2021,20210503,202105,2021.18,2021,Hershey,Debit-Card,-704,2556,grocery,"None,"
05/03/2021,20210503,202105,2021.18,2021,Amazon.com,Debit-Card,372,3260,misc,"None,"
05/03/2021,20210503,202105,2021.18,2021,Omnicom Group,Debit-Card,-3,2888,health,"None,"
05/03/2021,20210503,202105,2021.18,2021,PPL,Debit-Card,986,2891,paypal,"None,"
05/03/2021,20210503,202105,2021.18,2021,Hershey,Debit-Card,920,1905,grocery,"None,"
05/03/2021,20210503,202105,2021.18,2021,Walmart,Debit-Card,-955,985,grocery,"None,"
04/30/2021,20210430,202104,2021.17,2021,Hershey,Debit-Card,217,1940,grocery,"None,"
04/30/2021,20210430,202104,2021.17,2021,Ulta Beauty,Debit-Card,321,1723,health,"None,"
04/30/2021,20210430,202104,2021.17,2021,TIAA,Debit-Card,-81,1402,unk,"None,"
04/30/2021,20210430,202104,2021.17,2021,Sysco,Debit-Card,-519,1483,misc,"None,"
04/30/2021,20210430,202104,2021.17,2021,Amazon.com,Debit-Card,509,2002,misc,"None,"
04/29/2021,20210429,202104,2021.17,2021,Omnicom Group,Debit-Card,-544,1493,health,"None,"
04/28/2021,20210428,202104,2021.17,2021,Hershey,Debit-Card,330,2037,grocery,"None,"
04/28/2021,20210428,202104,2021.17,2021,Delta Air Lines,Debit-Card,12,1707,travel,"None,"
04/28/2021,20210428,202104,2021.17,2021,Voya Financial,Debit-Card,353,1695,invest,"None,"
04/27/2021,20210427,202104,2021.17,2021,Travelers,Debit-Card,625,1342,travel,"None,"
04/26/2021,20210426,202104,2021.17,2021,Ulta Beauty,Debit-Card,-746,717,health,"None,"
04/26/2021,20210426,202104,2021.17,2021,Hanesbrands,Debit-Card,-725,1463,unk,"None,"
04/26/2021,20210426,202104,2021.17,2021,TIAA,Debit-Card,-396,2188,unk,"None,"
04/26/2021,20210426,202104,2021.17,2021,TIAA,Debit-Card,-840,2584,unk,"None,"
04/26/2021,20210426,202104,2021.17,2021,Cognizant Technology Solutions,Debit-Card,861,3424,tech,"None,"
04/26/2021,20210426,202104,2021.17,2021,Voya Financial,Debit-Card,244,2563,invest,"None,"
04/26/2021,20210426,202104,2021.17,2021,TIAA,Debit-Card,937,2319,unk,"None,"
04/26/2021,20210426,202104,2021.17,2021,Tapestry,Debit-Card,34,1382,clothing,"None,"
04/26/2021,20210426,202104,2021.17,2021,TIAA,Debit-Card,319,1348,unk,"None,"
04/23/2021,20210423,202104,2021.16,2021,Visa,Debit-Card,-407,1029,debt,"None,"
04/23/2021,20210423,202104,2021.16,2021,PPL,Debit-Card,-440,1436,paypal,"None,"
04/23/2021,20210423,202104,2021.16,2021,Amazon.com,Debit-Card,264,1876,misc,"None,"
04/23/2021,20210423,202104,2021.16,2021,Quest Diagnostics,Debit-Card,-432,1612,health,"None,"
04/23/2021,20210423,202104,2021.16,2021,Visa,Debit-Card,703,2044,debt,"None,"
04/22/2021,20210422,202104,2021.16,2021,Delta Air Lines,Debit-Card,34,1341,travel,"None,"
04/22/2021,20210422,202104,2021.16,2021,Walmart,Debit-Card,-364,1307,grocery,"None,"
04/21/2021,20210421,202104,2021.16,2021,Visa,Debit-Card,612,1671,debt,"None,"
04/21/2021,20210421,202104,2021.16,2021,Sysco,Debit-Card,-425,1059,misc,"None,"
04/21/2021,20210421,202104,2021.16,2021,Amazon.com,Debit-Card,-510,1484,misc,"None,"
04/20/2021,20210420,202104,2021.16,2021,Hanesbrands,Debit-Card,-489,1994,unk,"None,"
04/20/2021,20210420,202104,2021.16,2021,Amazon.com,Debit-Card,532,2483,misc,"None,"
04/20/2021,20210420,202104,2021.16,2021,Entergy,Debit-Card,-310,1951,utility,"None,"
04/20/2021,20210420,202104,2021.16,2021,Visa,Debit-Card,13,2261,debt,"None,"
04/19/2021,20210419,202104,2021.16,2021,Tapestry,Debit-Card,-899,2248,clothing,"None,"
04/19/2021,20210419,202104,2021.16,2021,Cognizant Technology Solutions,Debit-Card,234,3147,tech,"None,"
04/19/2021,20210419,202104,2021.16,2021,CBRE Group,Debit-Card,742,2913,invest,"None,"
04/19/2021,20210419,202104,2021.16,2021,Cognizant Technology Solutions,Debit-Card,-407,2171,tech,"None,"
04/19/2021,20210419,202104,2021.16,2021,Omnicom Group,Debit-Card,-891,2578,health,"None,"
04/19/2021,20210419,202104,2021.16,2021,United Continental Holdings,Debit-Card,807,3469,invest,"None,"
04/19/2021,20210419,202104,2021.16,2021,Tapestry,Debit-Card,-937,2662,clothing,"None,"
04/19/2021,20210419,202104,2021.16,2021,TIAA,Debit-Card,-586,3599,unk,"None,"
04/19/2021,20210419,202104,2021.16,2021,PPL,Debit-Card,-449,4185,paypal,"None,"
04/19/2021,20210419,202104,2021.16,2021,Amazon.com,Debit-Card,-612,4634,misc,"None,"
04/19/2021,20210419,202104,2021.16,2021,TIAA,Debit-Card,381,5246,unk,"None,"
04/16/2021,20210416,202104,2021.15,2021,Tapestry,Debit-Card,636,4865,clothing,"None,"
04/16/2021,20210416,202104,2021.15,2021,PPL,Debit-Card,-151,4229,paypal,"None,"
04/16/2021,20210416,202104,2021.15,2021,Sysco,Debit-Card,331,4380,misc,"None,"
04/15/2021,20210415,202104,2021.15,2021,United Continental Holdings,Debit-Card,930,4049,invest,"None,"
04/14/2021,20210414,202104,2021.15,2021,Delta Air Lines,Debit-Card,-451,3119,travel,"None,"
04/14/2021,20210414,202104,2021.15,2021,Visa,Debit-Card,-747,3570,debt,"None,"
04/14/2021,20210414,202104,2021.15,2021,Entergy,Debit-Card,-45,4317,utility,"None,"
04/13/2021,20210413,202104,2021.15,2021,Travelers,Debit-Card,-387,4362,travel,"None,"
04/12/2021,20210412,202104,2021.15,2021,Hershey,Debit-Card,693,4749,grocery,"None,"
04/12/2021,20210412,202104,2021.15,2021,Delta Air Lines,Debit-Card,-89,4056,travel,"None,"
04/12/2021,20210412,202104,2021.15,2021,Entergy,Debit-Card,-704,4145,utility,"None,"
04/12/2021,20210412,202104,2021.15,2021,Voya Financial,Debit-Card,-190,4849,invest,"None,"
04/12/2021,20210412,202104,2021.15,2021,Hewlett Packard Enterprise,Debit-Card,-827,5039,tech,"None,"
04/12/2021,20210412,202104,2021.15,2021,Hershey,Debit-Card,826,5866,grocery,"None,"
04/12/2021,20210412,202104,2021.15,2021,Walmart,Debit-Card,536,5040,grocery,"None,"
04/12/2021,20210412,202104,2021.15,2021,PPL,Debit-Card,900,4504,paypal,"None,"
04/12/2021,20210412,202104,2021.15,2021,Entergy,Debit-Card,222,3604,utility,"None,"
04/12/2021,20210412,202104,2021.15,2021,Amazon.com,Debit-Card,-441,3382,misc,"None,"
04/09/2021,20210409,202104,2021.14,2021,Amazon.com,Debit-Card,-745,3823,misc,"None,"
04/08/2021,20210408,202104,2021.14,2021,Visa,Debit-Card,-163,4568,debt,"None,"
04/07/2021,20210407,202104,2021.14,2021,United Continental Holdings,Debit-Card,697,4731,invest,"None,"
04/06/2021,20210406,202104,2021.14,2021,Travelers,Debit-Card,648,4034,travel,"None,"
04/06/2021,20210406,202104,2021.14,2021,Voya Financial,Debit-Card,-850,3386,invest,"None,"
04/05/2021,20210405,202104,2021.14,2021,Hanesbrands,Debit-Card,277,4236,unk,"None,"
04/05/2021,20210405,202104,2021.14,2021,Sysco,Debit-Card,738,3959,misc,"None,"
04/02/2021,20210402,202104,2021.13,2021,Quest Diagnostics,Debit-Card,596,3221,health,"None,"
04/02/2021,20210402,202104,2021.13,2021,PPL,Debit-Card,-287,2625,paypal,"None,"
04/02/2021,20210402,202104,2021.13,2021,Sysco,Debit-Card,892,2912,misc,"None,"
04/02/2021,20210402,202104,2021.13,2021,United Continental Holdings,Debit-Card,-400,2020,invest,"None,"
04/01/2021,20210401,202104,2021.13,2021,Omnicom Group,Debit-Card,7,2420,health,"None,"
03/31/2021,20210331,202103,2021.13,2021,Hershey,Debit-Card,767,2413,grocery,"None,"
03/31/2021,20210331,202103,2021.13,2021,Sysco,Debit-Card,466,1646,misc,"None,"
03/29/2021,20210329,202103,2021.13,2021,Ulta Beauty,Debit-Card,747,1180,health,"None,"
03/29/2021,20210329,202103,2021.13,2021,Cognizant Technology Solutions,Debit-Card,601,433,tech,"None,"
03/29/2021,20210329,202103,2021.13,2021,Hewlett Packard Enterprise,Debit-Card,878,-168,tech,"None,"
03/24/2021,20210324,202103,2021.12,2021,Hanesbrands,Debit-Card,520,-1046,unk,"None,"
03/23/2021,20210323,202103,2021.12,2021,United Continental Holdings,Debit-Card,941,-1566,invest,"None,"
03/22/2021,20210322,202103,2021.12,2021,Hewlett Packard Enterprise,Debit-Card,74,-2507,tech,"None,"
03/22/2021,20210322,202103,2021.12,2021,Visa,Debit-Card,931,-2581,debt,"None,"
03/22/2021,20210322,202103,2021.12,2021,Walmart,Debit-Card,-581,-3512,grocery,"None,"
03/19/2021,20210319,202103,2021.11,2021,Sysco,Debit-Card,-394,-2931,misc,"None,"
03/19/2021,20210319,202103,2021.11,2021,Delta Air Lines,Debit-Card,-338,-2537,travel,"None,"
03/19/2021,20210319,202103,2021.11,2021,Hershey,Debit-Card,-774,-2199,grocery,"None,"
03/18/2021,20210318,202103,2021.11,2021,Amazon.com,Debit-Card,692,-1425,misc,"None,"
03/18/2021,20210318,202103,2021.11,2021,Cognizant Technology Solutions,Debit-Card,674,-2117,tech,"None,"
03/17/2021,20210317,202103,2021.11,2021,United Continental Holdings,Debit-Card,-323,-2791,invest,"None,"
03/16/2021,20210316,202103,2021.11,2021,Omnicom Group,Debit-Card,-624,-2468,health,"None,"
03/15/2021,20210315,202103,2021.11,2021,Omnicom Group,Debit-Card,467,-1844,health,"None,"
03/15/2021,20210315,202103,2021.11,2021,Hanesbrands,Debit-Card,447,-2311,unk,"None,"
03/15/2021,20210315,202103,2021.11,2021,Cognizant Technology Solutions,Debit-Card,-493,-2758,tech,"None,"
03/15/2021,20210315,202103,2021.11,2021,Walmart,Debit-Card,842,-2265,grocery,"None,"
03/15/2021,20210315,202103,2021.11,2021,Sysco,Debit-Card,-293,-3107,misc,"None,"
03/15/2021,20210315,202103,2021.11,2021,Cognizant Technology Solutions,Debit-Card,-470,-2814,tech,"None,"
03/15/2021,20210315,202103,2021.11,2021,Delta Air Lines,Debit-Card,404,-2344,travel,"None,"
03/15/2021,20210315,202103,2021.11,2021,United Continental Holdings,Debit-Card,-524,-2748,invest,"None,"
03/12/2021,20210312,202103,2021.1,2021,Voya Financial,Debit-Card,535,-2224,invest,"None,"
03/11/2021,20210311,202103,2021.1,2021,Omnicom Group,Debit-Card,-34,-2759,health,"None,"
03/11/2021,20210311,202103,2021.1,2021,PPL,Debit-Card,54,-2725,paypal,"None,"
03/11/2021,20210311,202103,2021.1,2021,TIAA,Debit-Card,943,-2779,unk,"None,"
03/10/2021,20210310,202103,2021.1,2021,Sysco,Debit-Card,-635,-3722,misc,"None,"
03/10/2021,20210310,202103,2021.1,2021,Entergy,Debit-Card,870,-3087,utility,"None,"
03/08/2021,20210308,202103,2021.1,2021,Quest Diagnostics,Debit-Card,195,-3957,health,"None,"
03/08/2021,20210308,202103,2021.1,2021,Hanesbrands,Debit-Card,-399,-4152,unk,"None,"
03/08/2021,20210308,202103,2021.1,2021,United Continental Holdings,Debit-Card,-981,-3753,invest,"None,"
03/08/2021,20210308,202103,2021.1,2021,Quest Diagnostics,Debit-Card,757,-2772,health,"None,"
03/08/2021,20210308,202103,2021.1,2021,Voya Financial,Debit-Card,-889,-3529,invest,"None,"
03/05/2021,20210305,202103,2021.09,2021,Cognizant Technology Solutions,Debit-Card,356,-2640,tech,"None,"
03/05/2021,20210305,202103,2021.09,2021,United Continental Holdings,Debit-Card,414,-2996,invest,"None,"
03/03/2021,20210303,202103,2021.09,2021,Ulta Beauty,Debit-Card,604,-3410,health,"None,"
03/03/2021,20210303,202103,2021.09,2021,Cognizant Technology Solutions,Debit-Card,0,-4014,tech,"None,"
03/02/2021,20210302,202103,2021.09,2021,Hewlett Packard Enterprise,Debit-Card,-268,-4014,tech,"None,"
03/02/2021,20210302,202103,2021.09,2021,Delta Air Lines,Debit-Card,-661,-3746,travel,"None,"
03/01/2021,20210301,202103,2021.09,2021,Omnicom Group,Debit-Card,-392,-3085,health,"None,"
03/01/2021,20210301,202103,2021.09,2021,Hershey,Debit-Card,142,-2693,grocery,"None,"
03/01/2021,20210301,202103,2021.09,2021,TIAA,Debit-Card,17,-2835,unk,"None,"
03/01/2021,20210301,202103,2021.09,2021,Quest Diagnostics,Debit-Card,559,-2852,health,"None,"
03/01/2021,20210301,202103,2021.09,2021,Hanesbrands,Debit-Card,-203,-3411,unk,"None,"
03/01/2021,20210301,202103,2021.09,2021,Voya Financial,Debit-Card,286,-3208,invest,"None,"
03/01/2021,20210301,202103,2021.09,2021,Hanesbrands,Debit-Card,477,-3494,unk,"None,"
03/01/2021,20210301,202103,2021.09,2021,Quest Diagnostics,Debit-Card,668,-3971,health,"None,"
